"Id","Name","Acronym","Description","URL","Location","Country","Latitude","Longitude","Head of collection","Contact","National node","Withdrawn","Parent collection","Sub collections","Biobank","Biobank label","Network","Combined_network","Also known in","Type","Data categories","Order of magnitude","Size","Categories","Timestamp","Number of donors","Order of magnitude donors","Sex","Diagnosis available","Age low","Age high","Age unit","Facts","Materials","Storage temperatures","Body part examined","Imaging modality","Image dataset type","Collaboration commercial","Collaboration non for profit","Data use","Available for commercial use","Fee-based access to","Access via join projects to","Access description","Access uri","PD/SOP","Quality","Combined quality"
"bbmri-eric:ID:IT_1590093451396856:collection:435250e9d646465","Senologia Oncologica","KM","Breast cancer is the most frequent neoplasm in the female population. It is characterized by significant histological and molecular heterogeneity. Innovative therapeutic resources allow improvements in treatments, but often these therapies come with many side effects and could be better addressed by precision medicine. The collection involves enrolling 800 patients with FPG (Focal Point Group) among those affected by the aforementioned conditions. After receiving information regarding the treatment of personal data and biological samples of patients under care at the Fondazione Policlinico Universitario A. Gemelli IRCCS, they will provide consent for the collection and storage of such biological samples and their associated data for research purposes.",,,"Italy",,,,"biobanca@policlinicogemelli.it","Italy","false",,,"Biobanca di Ricerca per la Medicina Personalizzata","Biobanca di Ricerca per la Medicina Personalizzata","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network,COVID_19",,"Disease specific,Prospective study,Sample collection","Biological samples,Medical records","100 - 1000","573",,"2023-07-19T05:21:09Z",,,"Female",,"50","80","Year",,"Serum,Tissue (frozen),Peripheral blood cells",,,,,"false","false",,"false",,,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1590093451396856:collection:f89315590d304e6","Ginecologia Oncologica","K2-CU-CF","Gynecological tumors represent one of the main neoplasms in women, following breast and rectal cancer. Mortality has been consistently decreasing in the last twenty years, while the five-year survival rate has increased during the same period, reaching 68%. The relevance of this pathology and the large number of clinical cases treated at our Foundation have allowed the initiation of a biological sample collection at our Biobank. The collection includes the gathering of the following samples: internal blood, serum, PBMC (Peripheral Blood Mononuclear Cells), and fresh tissue in OCT.",,,"Italy",,,,"biobanca@policlinicogemelli.it","Italy","false",,,"Biobanca di Ricerca per la Medicina Personalizzata","Biobanca di Ricerca per la Medicina Personalizzata","BBMRI.it Network,BioBanca Istituzionale","BioBanca Istituzionale,BBMRI.it Network,COVID_19",,"Disease specific,Sample collection,Prospective study","Biological samples,Medical records","1000 - 10.000","8423",,"2023-07-19T05:13:43Z",,,"Female",,"29","70","Year",,"Serum,Tissue (frozen),Peripheral blood cells,Plasma,Whole Blood",,,,,"false","false",,"false",,,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1590149134681599:collection:1590149171720800","BIOGEM-SARS-CoV2","BSCoV2","Biogem’s biobank includes more than 10000 frozen swabs collected in the last month (May 2020).. SARS-CoV-2 infection has been diagnosed in approximately 5% of patients.  Both clinical and pathological data are accessible for most of the individuals. Purified RNA (frozen) is also available. .",,,"Italy",,,,"covid19@biogem.it","Italy","false",,,"COVID-19 BIOGEM","COVID-19 BIOGEM","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Cohort,Sample collection,Prospective study","Data on clinical symptoms,Biological samples","10.000 - 100.000","10000","Covid-19,Infectious Diseases","2021-04-08T13:14:42Z",,,"Not available","Emergency use of U07 - COVID-19, virus identified",,,"Year",,"Nasal swab,RNA,Other","-60°C to -80°C",,,,"false","true",,"false","Data,Samples","Samples,Data",,,"Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1590354344812714:collection:1590354354818634","SesTo SAN Giovanni during the COVID-19 epidemic","MUSTANG - COVID-19","The biological samples (blood, serum, and plasma) are collected and tested by IRCCS Multimedica staff and Cryostored in ISENET Biobanking with the aim to:. Immunologically profile biological samples from a population domiciled in Sesto San Giovanni (Milan). Describe the population samples, especially in terms of COVID-19 symptoms and relevant clinical parameters in order to: evaluate blood concentrations of IgG and IgM immunoglobulins by serological testing to determine the prevalence of subjects with altered immunological profile due to the infection and the prevalence of symptoms and risks of infection during the epidemic period, through objective evaluation by the clinical personnel of an anamnestic questionnaire of the partecipating subjects. particularly will be evaluated body temperature, blood oxygen values, blood pressure heart rate and the presence of COVID-19 symptoms through an anamnestic questionnaire, behavioral habits and lifestyles in the period of the epidemic.",,,"Italy",,,,"pasquale.deblasio@airliquide.com","Italy","false",,,"Isenet Biobanking srl","Isenet Biobanking srl","BBMRI.it Network","BBMRI.it Network",,"Prospective study","Biological samples,Other,Medical records,Antibodies titer (IgM and IgG)","10 - 100","10",,"2021-04-08T13:14:42Z",,,"Male,Female",,,,"Year",,"Plasma,Serum,Whole Blood","-60°C to -80°C",,"Magnetic Resonance,Computed Tomography,Positron emission tomography (PET)",,"false","true",,"false","Samples","Samples",,,,,
"bbmri-eric:ID:IT_1590402399690607:collection:1590402419697926","ReportAge - COVID 19","ReportAge - COVID 19","The collection includes biosamples and related data collected from patients affected by COVID-19 aged 65+ admitted to IRCCS INRCA.. The aim is to assess the overall mortality and changes in functional status and eventually study treatment transitions responsiveness to. treatments setting transitions disease severity and progression. . Biosamples stored in ReportAge-COVID 19 are residual blood samples and blood derivatives. Data available in ReportAge-COVID 19 are related to: demographics and enrolment data clinical history, examination and treatments..",,,"Italy","43.6071522","13.5389642",,"g.distefano@inrca.it","Italy","false",,,"Banca Biologica per l'Invecchiamento","Banca Biologica per l'Invecchiamento","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Prospective study,Case-Control,Cohort,Longitudinal,Population-based,Disease specific,Hospital,Image collection,Sample collection","Antibodies titer (IgM and IgG),Biological samples,Blood count and other lab results especially at the moment of hospital admission,Data on clinical symptoms,CT imaging of lungs, alternatively Xray,Imaging data,Medical records,Treatment protocol (types of drugs used)","100 - 1000","150","Population Reference,Covid-19,Infectious Diseases,Paediatrics","2021-05-21T14:06:00Z",,"1000 - 10.000","Male,Female","Emergency use of U07 - COVID-19, virus identified,Emergency use of U07 - COVID-19, virus not identified","7","76","Year",,"Plasma,Serum,Urine,microRNA,Peripheral blood cells,Whole Blood,Buffy Coat","-60°C to -80°C","NECKCHEST,NECKCHESTABDOMEN,NECKCHESTABDPELV,CHESTABDOMEN,CHESTABDPELVIS,ABDOMENPELVIS,BREAST,SKULL,ZYGOMA,MAXILLA,STERNUM,RIB,CSPINE,TSPINE,LSPINE,SSPINE,ESOPHAGUS,STOMACH,DUODENUM,JEJUNUM,ILEUM,COLON,RECTUM,PAROTID,SUBMANDIBULAR,LIVER,GALLBLADER,PANCREAS,KIDNEY,URETER,BLADDER,URETHRA,VULVA,VAGINA,UTERUS,CERVIX,OVARY,PENIS,PROSTATE,TESTIS,SCROTUM,BRAIN,CEREBELLUM,EYE,SCLERA,CORNEA,EYELID,IAC,EAR,COCCYX,SCAPULA,CLAVICLE,ILIUM,RADIUSULNA,HUMERUS,RADIUS,ULNA,TIBIAFIBULA,FEMUR,PATELLA,TIBIA,CALCANEUS,TMJ,ELBOW,WRIST,HIP,ANKLE,NOSE,LARYNX,TRACHEA,BRONCHUS,LUNG,HEART,AORTA,CORONARYARTERY,CAROTID,CIRCLEOFWILLIS,MOUTH,TONGUE,PHARYNX,ADRENAL,THYROID,SPLEEN,THYMUS,WHOLEBODY,CTSPINE,TLSPINE,LSSPINE,EXTREMITY,SPINE,HEADNECK,HEAD,SCALP,FACE,CHEEK,JAW,ORBIT,NECK,BACK,SHOULDER,BUTTOCK,CHEST,MEDIASTINUM,ABDOMEN,PELVIS,AXILLA,ARM,HAND,FINGER,THUMB,THIGH,KNEE,LEG,CALF,FOOT,TOE",,,"false","true",,"false",,"Samples,Data,Images","Data can be transferred in Pseudonymized form, i.e. as encrypted samples, which means that a Donor only can be identified with a Code Key. . All rights to the transferred Data remain with the Biobank. . Note that coded and encrypted data, for which the Biobank is responsible, is to be regarded as Personal Data as long as the Code Key still exist. .",,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1590564317582177:collection:1590564317850673","PTV COVID-19 BIOBANK","GEFACOVID","The GEFACOVID bi+R[31]Cobank will provide access to quality-controlled biological samples and associated data in an ethically and legally compliant manner. In this context, data associated with samples or generated by their analysis will gain new relevance as an important resource, making data management a central biobanking activity. About this point, an important data management element in biobanking is the operation of catalogs enabling users to find the right samples and data; for this reason, meta-data will be managed through the same software, in order to make them readily available to every partner. An added value of this biobank is that the providers of bio-specimens and the users of biological materials will be the same actors. The GEFACOVID2.0 biobank will facilitate communication and reduce the risk of bio-specimens underuse, a danger stressed by many biobank managers from the US and Europe.",,,"Italy","41.8557061","12.6309093",,"novelli@med.uniroma2.it","Italy","false",,,"COVID-19 Policlinico Tor Vergata","COVID-19 Policlinico Tor Vergata","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Prospective study,Cohort,Disease specific,Longitudinal","Biological samples,Data on clinical symptoms","1000 - 10.000","1000","Covid-19,Infectious Diseases","2021-04-08T12:04:42Z",,"10 - 100","Male,Female","Emergency use of U07 - COVID-19, virus identified",,,"Year",,"DNA,Plasma,Whole Blood,Nasal swab,Throat swab","-18°C to -35°C,-60°C to -80°C","NECKCHEST,NECKCHESTABDOMEN","Computed Tomography,Positron emission tomography (PET)","MR Spectroscopy IOD","false","true",,"false",,"Samples,Images",,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1590564892796666:collection:06b3c586d79a4c9","BCU_Joints","BCU_Joints","This collection contains cases of MR, PET, CT scans of the brain district, supervised by Bio Check Up Srl",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Image collection","Imaging data","100 - 1000","450",,"2021-04-08T13:14:42Z",,,"Unknown",,,,"Year",,"Not available",,,"Computed Tomography,Positron emission tomography (PET),Magnetic Resonance",,"false","false",,"false",,,,,,,
"bbmri-eric:ID:IT_1590564892796666:collection:159056489304321","COVID19 - Campania 2020 - LDCT","COV19_DB","Chest CT scans of COVID-19 patients (U07.1, U07.2, U08.9, U09.9) collected by regional hospitals or imaging centers with the aim of supporting COVID-19 research. (Retrospective and prospective observational multicenter study Prot. 7/20 OSS SDN – Research Project “Protocolli TC del torace a bassissima dose e tecniche di intelligenza artificiale per la diagnosi precoce e quantificazione della malattia da COVID-19"" CUP D54I20001410002” – POR Campania Fesr 2014 - 2020)",,,"Italy","40.8358049","14.2289871",,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Disease specific,Image collection,Prospective study","Imaging data","1000 - 10.000","2900","Covid-19,Infectious Diseases","2022-03-21T10:37:17Z","2800",,"Male,Female,Unknown","Emergency use of U07 - COVID-19, virus identified,Emergency use of U07 - COVID-19, virus not identified",,,"Year",,"Not available",,"CHEST",,"Computed Tomography Image IOD","false","false",,"false",,"Data,Images",,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP",,
"bbmri-eric:ID:IT_1590564892796666:collection:161312122935412","MolimOncoBrainLab_OncoBreast","MOBL_OB","Breast PET/MRI and PET/CT scans of breast cancer patients (C50) collected by IRCCS SDN (Naples, Italy) and University of Messina (Messina, Italy). The aim of this collection is to support oncology and neurodegenerative diseases research (Retrospective and prospective observational multicentric study Prot. 12/19 OSS SDN – Research project “Molim OncoBrain Lab” ARS01_00144 – PON Ricerca e Innovazione 2014-2020).",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Disease specific,Image collection","Imaging data,Survey data,Other","100 - 1000","400","Rare Disease,Oncology","2022-03-21T10:59:27Z","130",,"Male,Female,Unknown","Malignant neoplasm of breast",,,"Year",,"Not available",,"BREAST","Computed Tomography,Magnetic Resonance,Positron emission tomography (PET)","Magnetic Resonance Image IOD,Computed Tomography Image IOD,Positron Emission Tomography Image IOD","false","false",,"false",,,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP",,
"bbmri-eric:ID:IT_1590564892796666:collection:161312441133072","MolimOncoBrainLab_NeuroAlzheimerDisease","MOBL_NAD","Brain MRI and PET scans of Alzheimer patients (G30), collected by Neuroscience Research Center, Department of Medical and Surgical Sciences, Magna Graecia University of Catanzaro (Catanzaro, Italy), IRCCS SDN, (Naples, Italy) and University of Messina (Messina, Italy). The aim of this collection is to support oncology and neurodegenerative diseases research (Retrospective and prospective observational multicenter study Prot. 12/19 OSS SDN – Research project “Molim OncoBrain Lab” ARS01_00144 – PON Ricerca e Innovazione 2014-2020).",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Case-Control,Disease specific,Image collection","Data on disease duration and disease outcome,CT imaging of lungs, alternatively Xray,Survey data,Data on clinical symptoms","100 - 1000","160","Population Reference,Nervous System Disorders","2022-03-21T10:59:45Z","160","100 - 1000","Male,Female,Unknown","Alzheimer disease",,,"Year",,"Not available",,"HEAD",,"Computed Tomography Image IOD,Magnetic Resonance Image IOD,Positron Emission Tomography Image IOD","false","false",,"false",,,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP",,
"bbmri-eric:ID:IT_1590564892796666:collection:1613126587865607","MolimOncoBrainLab_NeuroParkinsonDisease","MOBL_NPD","Brain MRI and PET scans of Parkinson patients (G20), collected by Neuroscience Research Center, Department of Medical and Surgical Sciences, Magna Graecia University of Catanzaro (Catanzaro, Italy) and IRCCS SDN (Naples, Italy). The aim of this collection is to support oncology and neurodegenerative diseases research (Retrospective and prospective observational multicenter study Prot. 12/19 OSS SDN – Research project “Molim OncoBrain Lab” ARS01_00144 – PON Ricerca e Innovazione 2014-2020).",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Case-Control,Disease specific,Image collection","Biological samples,Genealogical records,Imaging data,National registries,Other","100 - 1000","100","Population Reference,Nervous System Disorders","2022-03-21T11:00:17Z","100","100 - 1000","Male,Female,Unknown","Parkinson disease",,,"Year",,"Not available",,"HEAD",,"Computed Tomography Image IOD,Magnetic Resonance Image IOD,Positron Emission Tomography Image IOD","false","false",,"false",,,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP",,
"bbmri-eric:ID:IT_1590564892796666:collection:1613129850600799","COVID19_PU","COVID19_DB1","This dataset contains chest CT scans of COVID-19 patients, collected from hospitals or imaging centers with the aim of supporting COVID-19 research.",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Disease specific,Prospective study,Image collection","CT imaging of lungs, alternatively Xray","100 - 1000","950","Covid-19,Infectious Diseases","2021-05-31T07:44:38Z",,,"Unknown","Emergency use of U07 - COVID-19, virus not identified",,,"Year",,"Not available",,"CHEST",,"Computed Tomography Image IOD","false","false",,"false",,,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP",,
"bbmri-eric:ID:IT_1590564892796666:collection:1613130532333965","Colorectal_Carcinoma","CoRe_Ca","This dataset contains MR scans from colorectal cancer patients",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Image collection,Disease specific","Imaging data","10 - 100","30","Oncology","2021-04-08T13:14:42Z",,,"Unknown","Malignant neoplasm of colon","18","92","Year",,"Not available",,"COLON,RECTUM","Magnetic Resonance","Magnetic Resonance Image IOD","false","false",,"false",,,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP",,
"bbmri-eric:ID:IT_1590564892796666:collection:172e7350e65943e","BCU_Cardiovascular","BCU_Cardiovascular","This collection contains MR scans of the cardiovascular district, supervised by Bio Check Up Srl",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Image collection","Imaging data","100 - 1000","450",,"2021-04-08T13:14:42Z",,,"Unknown",,,,"Year",,"Not available",,"HEART",,,"false","false",,"false",,,,,,,
"bbmri-eric:ID:IT_1590564892796666:collection:3dd773ad6ea5496","MolimOncoBrainLab_OncoColon","MOBL-OC","Colorectal PET/CT scans of colon cancer patient (C20), collected by University of Milano Bicocca (Milano, Italy). The aim of this collection is to support oncology and neurodegenerative diseases research (Retrospective and prospective observational multicentric study Prot. 12/19 OSS SDN – Research project “Molim OncoBrain Lab” ARS01_00144 – PON Ricerca e Innovazione 2014-2020).",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Disease specific,Image collection","Data on disease duration and disease outcome,CT imaging of lungs, alternatively Xray,Survey data,Data on clinical symptoms","100 - 1000","104","Oncology","2022-03-21T10:56:46Z","52",,"Male,Female,Unknown","Malignant neoplasm of rectum",,,"Year",,"Not available",,"COLON,RECTUM",,"Computed Tomography Image IOD,Positron Emission Tomography Image IOD","false","false",,"false",,,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP",,
"bbmri-eric:ID:IT_1590564892796666:collection:3f0290abdf3c44c","BCU_Abdomen","BCU_Abdomen","This collection contains MR, PET, CT scans of the abdomen district, supervised by Bio Check Up Srl",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Image collection","Imaging data","100 - 1000","400",,"2021-04-08T13:14:42Z",,,"Unknown",,"38","70","Year",,"Not available",,"ABDOMEN","Magnetic Resonance,Positron emission tomography (PET),Computed Tomography",,"false","false",,"false",,,,,,,
"bbmri-eric:ID:IT_1590564892796666:collection:55283a0de7454e0","BCU_Head_and_Neck","BCU_Head_and_Neck","This collection contains MR, PET, CT scans of the head and neck district, supervised by Bio Check Up Srl",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Image collection","Imaging data","100 - 1000","300",,"2021-04-08T13:14:42Z",,,"Unknown",,"26","94","Year",,"Not available",,"HEADNECK","Magnetic Resonance,Computed Tomography",,"false","false",,"false",,,,,,,
"bbmri-eric:ID:IT_1590564892796666:collection:6b219a2a6116468","BCU_Total_Body","BCU_Total_Body","This collection contains MR, PT, CT scans of total body, supervised by Bio Check Up Srl",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Image collection","Imaging data","100 - 1000","600",,"2021-04-08T13:14:42Z",,,"Unknown",,,,"Year",,"Not available",,,,,"false","false",,"false",,,,,,,
"bbmri-eric:ID:IT_1590564892796666:collection:8ae23f726327434","BCU_Spine","BCU_Spine","This collection contains MR scans of the spine district, supervised by Bio Check Up Srl",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Image collection","Imaging data","100 - 1000","650",,"2021-04-08T13:14:42Z",,"10.000 - 100.000","Unknown",,"18",,"Year",,"Not available,Peripheral blood cells,microRNA",,"LSPINE,LSSPINE,TSPINE,CTSPINE","Magnetic Resonance",,"false","false",,"false",,,,,,,
"bbmri-eric:ID:IT_1590564892796666:collection:9b071d76969d400","BCU_Chest","BCU_Chest","This collection contains MR, PET, CT scans of the chest district, supervised by Bio Check Up Srl",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Image collection","Imaging data","10 - 100","30","Paediatrics","2021-04-08T13:14:42Z",,,"Unknown",,"0","99","Year",,"Not available",,"CHEST",,,"false","false",,"false",,,,,,,
"bbmri-eric:ID:IT_1590564892796666:collection:a469d88747ea41e","BCU_Brain","BCU_Brain","This collection contains MR, PET, CT scans of the brain district, supervised by Bio Check Up Srl.",,,"Italy",,,,"biobanca@biocheckup.net","Italy","false",,,"BCU Imaging Biobank","BCU Imaging Biobank","BBMRI.it Network","BBMRI.it Network",,"Image collection","Imaging data","1000 - 10.000","1400",,"2021-04-08T13:14:42Z",,,"Unknown",,,,"Year",,"Not available",,"HEAD","Magnetic Resonance,Positron emission tomography (PET),Computed Tomography",,"false","false",,"false",,,,,,,
"bbmri-eric:ID:IT_1590672328377759:collection:1590672328706140","COVID-19 Biocor","BioCoV","In the era of the Sars-Cov2 pandemic, the IRCCS -Policlinico San Donato,has became a COVID-19 hospital. . Thus, the institutional biobank named BioCor has been involved in the collection of human COVID samples, such as blood and derivate, urine and histological samples. . The collection, processing and storage of COVID-19 biological samples are carried out by trained personnel and according to well-established international standard operating procedures as indicated by the national and international node of the European Research Infrastructure of Biobanks and BioMolecular Resources in order to assure that biospecimens are of the highest quality. All samples are processed and aliquoted in a class 2 biosecurity level (BSL-2) laboratory in accordance with the detailed guidelines of the World Health Organization  and Center for Diseases Control. The aliquots are stored in mechanical freezers at -80°C..",,,"Italy",,,,"mmcorsi@unimi.it","Italy","false",,,"Biobanca Cardiovascolare BioCor","Biobanca Cardiovascolare BioCor","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Prospective study,Disease specific,Sample collection,Hospital","Biological samples,Blood count and other lab results especially at the moment of hospital admission,Data on clinical symptoms,CT imaging of lungs, alternatively Xray,Imaging data,Medical records,Treatment protocol (types of drugs used)","10.000 - 100.000","7000","Covid-19,Infectious Diseases,Paediatrics","2021-04-08T13:14:42Z",,,"Male,Female","Emergency use of U07 - COVID-19, virus identified,Emergency use of U07 - COVID-19, virus not identified","1","80","Year",,"Plasma,Serum,Tissue (paraffin preserved),Urine,Peripheral blood cells,Whole Blood","-60°C to -80°C,Room temperature",,,,"false","true",,"false",,,,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1590747237803484:collection:159074723808849","BIOBANK COVID-19 PTP_LODI","BBC-19PL",". The collection is based on samples collected from Lodi area from the beginning of April 2020. The samples were collected from four differents cohorts that were: 1) people hospitalized or visited at the Ospedale Maggiore in Lodi 2) medical personnel from the Ospedale Maggiore in Lodi 3) all the old guests from 20 sanitary residences for the elderly located in the province of Lodi 4) all the sanitary and medical personnel from the sanitary residences.",,,"Italy","45.3034857","9.4787231",,"vittorio.lucchini@ptp.it","Italy","false",,,"COVID-19 PTP","COVID-19 PTP","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Prospective study","Biological samples,Data on clinical symptoms,Genealogical records,Medical records,Blood count and other lab results especially at the moment of hospital admission,CT imaging of lungs, alternatively Xray,Imaging data,Physiological/Biochemical measurements,Treatment protocol (types of drugs used)","10.000 - 100.000","17599","Covid-19,Infectious Diseases","2021-05-21T14:06:00Z",,"1000 - 10.000","Male,Female","Emergency use of U07 - COVID-19, virus identified",,,"Year",,"RNA,Nasal swab","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data,Images",,,"Data processing PD/SOP,Data storage PD/SOP,Data transport PD/SOP,Sample processing PD/SOP,Sample storage PD/SOP,Sample transport PD/SOP",,
"bbmri-eric:ID:IT_1590747895356557:collection:1590747895649530","SIMT HPG23 BIOBANK","SIMT HPG23 BIOBANK","The cohort of SIMT HPG23 BIOBANK (Italy) includes two sub-cohorts:. - Sub-Cohort A of 350 hospitalized COVID-19 patients (59 ICU) with: 350 plasma samples collected in EDTA + 350 DNA. For 65 patients’ blood samples (plasma + DNA) have been collected at different time points (longitudinally) during hospital stay. . - Sub-Cohort B of 100 hospitalized COVID-19 patients enrolled in the coagulation and COVID-19 project: 30 ICU, 70 non-ICU. Samples available: up to 100 plasma samples in sodium citrate + 100 DNA + 100 serum samples. From 35 patients of this group, blood samples (plasma + serum) have been collected at 2 different time points during hospitalization.",,,"Italy",,,,"afalanga@asst-pg23.it","Italy","false",,,"COVID-19 ASST Bergamo","COVID-19 ASST Bergamo","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Prospective study","Blood count and other lab results especially at the moment of hospital admission,Biological samples,Data on clinical symptoms,CT imaging of lungs, alternatively Xray","1000 - 10.000","1000","Covid-19,Infectious Diseases,Paediatrics","2021-04-08T13:14:42Z",,,"Male,Female","Emergency use of U07 - COVID-19, virus identified","16","96","Year",,"DNA,Plasma,Serum","-60°C to -80°C",,,,"false","true",,"false",,"Samples,Data,Images",,,"Sample transport PD/SOP,Sample processing PD/SOP",,
"bbmri-eric:ID:IT_1591609863909539:collection:159160986425978","IRCCS Fondazione don Gnocchi","FdG","The initial COVID sample collection includes 30 biological samples collected in the last month from individuals hospitalized in IRCCS Santa Maria Nascente FdG . The collection is ongoing and is associated to clinical and demographic  database and to informed written consent approved by the Ethics Committee of Don Gnocchi Foundation",,,"Italy",,,,"msaresella@dongnocchi.it","Italy","false",,,"COVID-19 Don Gnocchi","COVID-19 Don Gnocchi","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Cohort","Biological samples,Data on clinical symptoms","10 - 100","30","Covid-19,Infectious Diseases","2021-04-08T13:14:42Z",,,"Male,Female","Emergency use of U07 - COVID-19, virus identified,Emergency use of U07 - COVID-19, virus not identified",,,"Year",,"DNA,Saliva,Serum,Peripheral blood cells","-60°C to -80°C,Other",,,,"false","true",,"false",,,,,,,
"bbmri-eric:ID:IT_1592055116108315:collection:1592055116371931","COVID-19 IRCCS San Matteo","VirMol-Covid-19","Since 20th February 2020, at least 40.000 patients were tested at Fondazione IRCCS Policlinico San Matteo for the presence of SARS-CoV-2. . 6.000 individual resulted positive for SARS-CoV-2. At least 1.400 were COVID-19-positive patients hospitalized at Fondazione IRCCS Policlinico San Matteo, 250 of whom were in ICU. The is study collecting new samples and enrolling new patients .",,,"Italy",,,,"a.piralla@smatteo.pv.it","Italy","false",,,"COVID-19 IRCSS San Matteo","COVID-19 IRCSS San Matteo","BBMRI.it Network,COVID_19","BBMRI.it Network,COVID_19",,"Prospective study","Antibodies titer (IgM and IgG),Biological samples","1000 - 10.000","3200","Covid-19,Infectious Diseases","2021-04-08T13:14:42Z",,"1000 - 10.000","Not available","Other and unspecified infectious diseases,Emergency use of U07 - COVID-19, virus identified,Emergency use of U07 - COVID-19, virus not identified","18","91","Year",,"Plasma,Serum,Whole Blood,Nasal swab",,,,,"false","false",,"false",,,,,,,
